ITTER107;Territorio;TIPO_DATO_AVQ;Tipo dato;MISURA_AVQ;Misura;TIME;Seleziona periodo;Value;Flag Codes;Flags
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;27.2;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;28.4;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;27.7;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;30.5;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;31.2;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;30.3;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;32.3;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;35;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;32.2;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;32.3;;
ITC4;Lombardia;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;33.8;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2014;2014;2948;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2015;2015;3103;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2016;2016;3148;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2017;2017;3152;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2018;2018;3420;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2019;2019;3383;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2020;2020;3430;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2021;2021;3447;;
ITF;Sud;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2022;2022;3621;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;47.5;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;47.3;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;48;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;48.2;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;47.7;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;49.8;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;51.4;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;50.2;;
3;periferia area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;52.1;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;4.8;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;5.7;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;4.9;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;4.9;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;4.4;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;4.5;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;5.8;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;4.8;;
ITE4;Lazio;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;6;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;43;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;45.3;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;45.5;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;50.1;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;48.2;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;50.4;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;51.2;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;51.4;;
ITE2;Umbria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;48.3;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;43.1;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;45.1;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;48.3;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;49.8;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;51.6;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;50.5;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;52.3;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;52.2;;
ITC3;Liguria;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;54;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;31.6;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;33.6;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;32.8;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;35.6;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;34.9;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;40.6;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;33.1;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;38.7;;
ITC2;Valle d'Aosta / Vallée d'Aoste;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;35;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2014;2014;2301;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2015;2015;2548;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2016;2016;2387;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2017;2017;2573;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2018;2018;2733;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2019;2019;3025;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2020;2020;2819;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2021;2021;2947;;
ITC4;Lombardia;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2022;2022;2977;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;26.4;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;29;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;26.6;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;27.5;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;29.1;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;28.3;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;28.2;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;29.9;;
ITF1;Abruzzo;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;31.7;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2014;2014;11224;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2015;2015;11761;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2016;2016;11981;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2017;2017;12040;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2018;2018;12539;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2019;2019;12771;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2020;2020;12765;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2021;2021;12760;;
ITCD;Nord;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2022;2022;13043;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2014;2014;4417;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2015;2015;4617;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2016;2016;4588;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2017;2017;4645;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2018;2018;5027;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2019;2019;5068;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2020;2020;4982;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2021;2021;5010;;
ITFG;Mezzogiorno;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2022;2022;5087;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;13.3;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;12.3;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;12.6;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;11.4;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;12.5;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;11.3;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;12;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;12.3;;
8;10.001 - 50.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;11.7;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2014;2014;1274;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2015;2015;1314;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2016;2016;1202;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2017;2017;1193;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2018;2018;1232;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2019;2019;1132;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2020;2020;1251;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2021;2021;1189;;
9;50.001 ab. e più;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2022;2022;1178;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;689;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;800;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;744;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;651;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;631;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;650;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;645;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;612;;
ITE1;Toscana;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;645;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;3.1;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;3.1;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2.8;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;2.6;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;2.2;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;2.2;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;2.6;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;2.5;;
ITC1;Piemonte;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;2.7;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;28.8;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;30.3;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;29.6;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;32.4;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;33.6;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;34.7;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;33.6;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;33.8;;
ITD;Nord-est;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;36.8;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2014;2014;4824;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2015;2015;5035;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2016;2016;5244;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2017;2017;5197;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2018;2018;5710;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2019;2019;5478;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2020;2020;5680;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2021;2021;5619;;
ITE;Centro;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2022;2022;5442;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;4;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;4.4;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;3.9;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;4.4;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;4.8;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;5.7;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;6.6;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;4.5;;
ITF;Sud;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;5.6;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;24.8;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;26.7;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;26.9;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;26.9;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;29.5;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;29.2;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;29.3;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;29.3;;
7;2.001 - 10.000 ab.;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;31.3;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;1446;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;1351;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;1494;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;1507;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;1501;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;1526;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;1503;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;1484;;
ITF3;Campania;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;1747;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2014;2014;267;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2015;2015;271;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2016;2016;277;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2017;2017;316;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2018;2018;323;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2019;2019;308;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2020;2020;320;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2021;2021;318;;
ITDA;Trentino Alto Adige / Südtirol;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2022;2022;347;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;57;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;64;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;49;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;49;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;60;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;84;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;84;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;49;;
ITF1;Abruzzo;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;62;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;2.6;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;2.8;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2.8;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;2.3;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;2.3;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;2.1;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;2.5;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;2.2;;
ITCD;Nord;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;2.3;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;162;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;177;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;157;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;170;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;146;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;150;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;144;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;145;;
ITE2;Umbria;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;141;;
