"TIPO_DATO_AVQ"|"Tipo dato"|"MISURA_AVQ"|"Misura"|"SEXISTAT1"|"Sesso"|"ETA1"|"Classe di età"|"TIME"|"Seleziona periodo"|"Value"|"Flag Codes"|"Flags"
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2018"|"2018"|713||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2019"|"2019"|767||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2020"|"2020"|879||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2021"|"2021"|791||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2022"|"2022"|939||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2014"|"2014"|1611||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2015"|"2015"|1668||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2016"|"2016"|1814||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2017"|"2017"|1840||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2018"|"2018"|1951||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2019"|"2019"|2121||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2020"|"2020"|2213||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2021"|"2021"|2191||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2022"|"2022"|2383||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2014"|"2014"|21.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2015"|"2015"|24.1||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2016"|"2016"|25.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2017"|"2017"|24.2||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2018"|"2018"|28||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2019"|"2019"|30.9||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2020"|"2020"|27.6||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2021"|"2021"|28.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y60-64"|"60-64 anni"|"2022"|"2022"|32.7||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2014"|"2014"|4.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2015"|"2015"|4.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2016"|"2016"|4.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2017"|"2017"|3.6||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2018"|"2018"|3.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2019"|"2019"|3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2020"|"2020"|3.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2021"|"2021"|2.6||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2022"|"2022"|3.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2014"|"2014"|23.5||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2015"|"2015"|25.4||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2016"|"2016"|26.4||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2017"|"2017"|27||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2018"|"2018"|29.5||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2019"|"2019"|32.2||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2020"|"2020"|28.4||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2021"|"2021"|31.7||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y60-64"|"60-64 anni"|"2022"|"2022"|32.7||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2014"|"2014"|2363||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2015"|"2015"|2317||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2016"|"2016"|2380||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2017"|"2017"|2320||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2018"|"2018"|2415||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2019"|"2019"|2508||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2020"|"2020"|2517||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2021"|"2021"|2668||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y65-74"|"65-74 anni"|"2022"|"2022"|2395||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2014"|"2014"|1464||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2015"|"2015"|1454||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2016"|"2016"|1512||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2017"|"2017"|1449||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2018"|"2018"|1643||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2019"|"2019"|1694||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2020"|"2020"|1666||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2021"|"2021"|1759||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2022"|"2022"|1693||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2014"|"2014"|42.1||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2015"|"2015"|42.6||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2016"|"2016"|43.8||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2017"|"2017"|42||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2018"|"2018"|45.9||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2019"|"2019"|47.5||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2020"|"2020"|45.3||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2021"|"2021"|46.2||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y65-74"|"65-74 anni"|"2022"|"2022"|46||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2014"|"2014"|21.2||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2015"|"2015"|21.2||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2016"|"2016"|21.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2017"|"2017"|21.6||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2018"|"2018"|24.4||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2019"|"2019"|26.1||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2020"|"2020"|26.1||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2021"|"2021"|26.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y65-74"|"65-74 anni"|"2022"|"2022"|27.1||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|1782||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|1969||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|1854||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|2119||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|2097||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|2024||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|2055||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|1947||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|2241||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|1427||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|1520||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|1445||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|1607||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|1613||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|1733||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|1617||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|1660||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|1666||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|1085||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|1212||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|1329||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|1493||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|1643||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|1728||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|1698||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|1751||
"11_BIRRA"|"persone di 11 anni e più che consumano birra"|"THV"|"valori in migliaia"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|2010||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|0.9||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|1.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|1.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|1.5||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|0.7||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|1.2||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|1.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|1.2||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|17.7||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|17.5||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|17.7||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|17||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|21.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|22.1||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|20.5||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|22.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"2"|"femmine"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|20.6||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|3.4||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|3.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|3.5||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|3.4||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|2.8||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|3.1||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|3.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|3.2||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|2.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2014"|"2014"|17.7||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2015"|"2015"|18.4||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2016"|"2016"|18||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2017"|"2017"|18.5||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2018"|"2018"|21.8||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2019"|"2019"|22.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2020"|"2020"|20.6||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2021"|"2021"|22.3||
"11_RAR_VINO"|"consuma vino più raramente"|"HSC"|"per 100 persone con le stesse caratteristiche"|"9"|"totale"|"Y_GE75"|"75 anni e più"|"2022"|"2022"|22.2||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2014"|"2014"|180||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2015"|"2015"|166||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2016"|"2016"|192||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2017"|"2017"|161||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2018"|"2018"|193||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2019"|"2019"|161||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2020"|"2020"|150||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2021"|"2021"|120||
"11_VINO"|"persone di 11 anni e più che consumano vino"|"THV"|"valori in migliaia"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2022"|"2022"|149||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2014"|"2014"|0.4||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2015"|"2015"|0.3||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2016"|"2016"|0.4||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2017"|"2017"|0||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2018"|"2018"|0.4||
"11_PIU_VINO"|"più di mezzo litro di vino al giorno"|"HSC"|"per 100 persone con le stesse caratteristiche"|"1"|"maschi"|"Y14-17"|"14-17 anni"|"2019"|"2019"|0.2||
